AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N11,N21,Len.,Voc.,Vol.,Dif.,Eff.,ConMetric,ConLockMetric,AtomicMetric,CollSynMetric,DesThread,StartMetric,SleepMetric,YieldMetric,JoinMetric,WaitMetric,NotifyMetric,NotifyAllMetric,Syn,LockLock,LockUnlock,ConAwait,ConSignal,ConSignalAll,SemAcquire,SemRelease,LatchAwait,LatchCountDown,BarrierAwait,ThrFctNewThr,Execute,AwaitTermi,Shutdown,ShutdownNow,ThrPoolExecFinalize,StartThread,ThrPoolExecReject,NewThrPool,FutureCancel,FutureGet,FutureRun,VectorMetric,HashTableMetric,ThreadLocal,VolatileMetric,FinalMetric,FinallyMetric,
2.541666667,2.541666667,2.625,1,22.25,0,17.29166667,4,3,0.541666667,11.625,9.166666667,9.166666667,8.625,4.541666667,9.166666667,0,4.625,1,3.541666667,311.375,31.45833333,198.25,79.08333333,119.6666667,81.66666667,107.2083333,137.5,68.16666667,69.33333333,6.083333333,6.083333333,6.083333333,2.625,3,0.417083333,27.375,27.375,30.75,12.125,146.9166667,209.7916667,538.9166667,338.0833333,877,356.7083333,5092.166667,111.2916667,104002.7083,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.08333333,1,0
1,1,1,1,16.91666667,0,6,10.91666667,1,0,2,2.541666667,2.541666667,2.541666667,0.541666667,2.541666667,0,0,1,1.541666667,82.66666667,7.083333333,26.33333333,14.625,12.625,49.25,16.625,20.70833333,13.08333333,7.625,2.541666667,2.541666667,2.541666667,1,0.541666667,1.895,4.083333333,4.083333333,4.083333333,2.541666667,24.875,32.25,58.125,50.41666667,108.5416667,57.125,544.7916667,17.25,6363.458333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2,2,2,1,19,0,9,9,1,0,3,4,5,5,1,5,0,0,1,4,149.6153846,11,60.30769231,29.15384615,24.15384615,78.30769231,28.15384615,39.15384615,21.15384615,18,4,4,4,4,2,1.302307692,9,9,9,7,54,45.61538462,107.3076923,74.61538462,181.9230769,99.61538462,826.1538462,44.69230769,10046.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3,3,3,1,19.79166667,0,12.79166667,6.125,2,0.541666667,8.333333333,16.16666667,16.16666667,15.625,6.625,16.16666667,0,0.166666667,9.458333333,6.541666667,472.6666667,33.75,252.3333333,86.41666667,151.125,187.5833333,129.25,179.0416667,81.83333333,97.20833333,11.20833333,11.20833333,14.375,4,4,0.747083333,51.79166667,51.79166667,55.70833333,19.16666667,190.375,249.2916667,702.25,469.7916667,1172.041667,439.6666667,6776.708333,158.5833333,161060.8333,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0
0,0,0,0,0,0,0,0,1,0,0.083333333,0,4.541666667,4.541666667,0,4.541666667,0,0,0,4.541666667,104.0416667,8.708333333,16.25,15.25,0.083333333,79.08333333,11.625,12.625,12.625,0,0,0,0,0,0,4.861666667,0,0,0,0,20.25,19.875,22.33333333,19.875,42.20833333,40.125,136.75,8.625,298.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0
1,1,1,1,10.75,0,5.75,4.916666667,1,2.833333333,7.416666667,12.41666667,12.41666667,9.583333333,4.583333333,12.41666667,0,3.833333333,0,8.583333333,218.5,21.95833333,100.4583333,46.875,52.08333333,96.08333333,61.54166667,79.625,44.125,35.5,2.916666667,2.916666667,3.833333333,1,1.916666667,1.007083333,17.08333333,17.08333333,19.83333333,12.41666667,117.5,107.5,267.9166667,191.25,459.1666667,225,2128.208333,88.16666667,27179.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.416666667,0,0
2.291666667,2.291666667,3,1,24.625,0,19.04166667,4.708333333,4,0,5,11.04166667,11.04166667,11.04166667,6.25,11.04166667,0,0,2,9.041666667,355,28.16666667,225.7083333,82.16666667,133.125,101.6666667,122.5833333,157.625,76,81.625,8.458333333,8.458333333,10.45833333,1,2,0.449583333,31.83333333,31.83333333,35.83333333,11.04166667,148.25,252.75,717.6666667,503.1666667,1220.833333,401,7465.208333,131,189717.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,1,0
1,1,1,1,13.79166667,0,5.25,8.25,1,0,2.583333333,6.541666667,6.541666667,6.541666667,1.25,6.541666667,0,0.5,1,5.041666667,159.4166667,14.20833333,56.79166667,31.04166667,18.79166667,88.41666667,25.54166667,37.08333333,24.375,12.70833333,3.5,3.5,3.5,2.5,2.5,1.610833333,10.04166667,10.04166667,10.04166667,8.041666667,54.29166667,47.95833333,94.33333333,63.70833333,158.0416667,102.25,707.5833333,31.83333333,6337.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.583333333,0,0
1,1,1,1,11,0,6,5,1,3,7,13,13,10,5,13,0,2,2,9,218,23,110,48,59,85,66,86,45,41,4,4,5,1,2,0.77,19,19,23,13,126,122,313,226,539,248,2598,99,39097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2,2,2,1,10,0,9,0,1,0,0,4,4,4,2,4,0,0,0,4,84,11,56,28,24,17,25,35,21,14,6,6,6,1,3,0.3,9,9,9,4,43,42,112,60,172,85,957,26,17095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,2,1,13.375,0,10,3,4,6.5,6.791666667,20.5,20.5,14,10.375,20.5,10,0,0,10.5,416.3333333,35.04166667,270.3333333,83.91666667,153.7083333,110.9583333,127.2916667,184.1666667,72.45833333,111.7083333,7.375,7.375,9.75,5,4,0.411666667,51.875,51.875,56.25,24.5,224.375,237.7916667,661.4583333,448.875,1110.333333,462.1666667,5573.958333,191.9583333,94073.95833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91666667,0,0
1.722222222,1.722222222,2,1,13.72222222,0,9.722222222,3.833333333,1,6,0,6,6,0,0,6,1.5,0,0,4.5,130.5,9.722222222,76.88888889,37.22222222,31.44444444,43.88888889,39.94444444,53.66666667,31.72222222,21.94444444,3.222222222,3.222222222,4,2.444444444,2.222222222,0.57,12.72222222,12.72222222,14.72222222,7.444444444,82.22222222,98.27777778,201.1111111,159.7222222,360.8333333,180.5,1847.388889,62.94444444,24635.94444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,1,1,1,5,0,3,1,1,0,0,3,3,3,1,3,0,0,1,2,51.66666667,6.333333333,23.33333333,14.33333333,5,22,11.33333333,15.33333333,10.33333333,5,1,1,1,1,0,0.946666667,3,3,3,3,23,14,34.66666667,15,49.66666667,37,180.6666667,12,736.6666667,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,8,0,5,2,2,0,1,9,10,10,4,10,0,0,4,6,142,12,73,35,27,57,34,48,27,21,3,3,3,1,2,0.78,13,13,13,9,95,53,159,66,225,148,933,56,7403,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,2,2,1,16.125,0,9.25,6.75,1,0,1,4.25,4.25,4.25,1,4.25,0,0,1.25,3,104.3333333,9,49.08333333,19.58333333,27.5,46.25,26.33333333,37.33333333,19.58333333,17.75,3.5,3.5,3.5,1.75,1.5,0.956666667,10,10,11,5,66.5,56.5,143.1666667,100,243.1666667,123,1202.416667,55.91666667,17229.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,8,0,3,5,1,0,1,1,1,1,0,1,0,0,0,1,31,3,7,4,2,21,3,5,4,1,1,1,1,1,0,3,1,1,1,1,5,3,6,4,10,8,30,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,4,0,1,3,1,0,0,1,4,4,0,4,0,0,0,4,63,5,14,13,0,44,8,10,10,0,1,1,1,1,0,3.14,1,1,1,1,24,10,26,10,36,34,114,12,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,3,0,1,0,0,4,4,4,2,4,0,0,0,4,52,7,29,21,6,16,13,18,14,4,1,1,1,1,0,0.55,4,4,4,4,31,20,44,23,67,51,280,15,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1,15,0,12,3,3,0,14,18,18,18,10,18,0,7,3,8,509.3333333,36,300.3333333,134.3333333,175,175,162.3333333,201.3333333,104.3333333,97,6,6,7,1,3,0.581666667,38,38,43,18,227,290,711.6666667,492,1203.666667,517,6480.666667,175,111925.6667,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
1,1,1,1,3,0,3,0,1,1,3,1,1,0,0,1,0,0,0,1,55,6,17,11,7,32,7,9,8,1,1,1,1,1,0,1.88,1,1,1,1,8,7,10,7,17,15,66,4,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,1,1,6.5,0,6.5,0,3,7,3,10,10,3,1,10,0,0,0,10,126,18,92,39,47,16,53,68,38,30,3,3,3,1,1,0.175,13,13,13,10,102.75,107.5,265.5,183.5,449,210.25,2292.75,74.5,35257,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1,0
1,1,1,1,9.75,0,9.75,0,3.791666667,1,1,11.54166667,11.54166667,10.54166667,6.041666667,11.54166667,0,0.5,9.5,1.541666667,193.5,21.58333333,157.9166667,71.375,83,17.25,101.125,125.2083333,65.75,59.45833333,4,4,4,1,2,0.117083333,19.04166667,19.04166667,19.04166667,11.54166667,110.8333333,167.25,377.6666667,280.2083333,657.875,278.0833333,3429.125,81.45833333,40114.95833,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0
1,1,1,1,18,2.5,14.95833333,0,1,0,0,4.791666667,4.791666667,4.791666667,0,4.791666667,0,0,0,4.791666667,121.9166667,22.16666667,85.75,34.875,60.79166667,14.54166667,65.79166667,72.58333333,31.58333333,41,3,3,3,1,1,0.171666667,6.791666667,6.791666667,6.791666667,4.791666667,62.79166667,113.9583333,361.4166667,287.0833333,648.5,176.75,3350.958333,78.08333333,69818.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,8,0,3.5,0.25,0,9.541666667,9.541666667,9.291666667,0.25,9.541666667,0,1,0,8.541666667,112.3333333,11.29166667,87.54166667,34.08333333,51.20833333,14.5,51.20833333,62.75,32.58333333,30.16666667,1,1,1,1,1,0.181666667,9.541666667,9.541666667,9.541666667,9.541666667,117.9583333,121.0833333,276.875,174.2916667,451.1666667,239.0416667,2149.125,75.79166667,19037.125,2.5,0,0,0,2.5,0,0,0,0,0,0,0,5.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0
1,1,1,1,6.583333333,0,6.583333333,0,1,0,0,8,8,8,0,8,0,1,0,7,94.04166667,12,69.04166667,28.5,38.54166667,13,38.54166667,49.54166667,25,24.54166667,1,1,1,1,1,0.19,8,8,8,8,88,85.75,194.8333333,119.2916667,314.125,173.75,1431.75,55,11138.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1,1,1,1,14,0,11,1,2,0,0,6,6,6,0,6,0,0,2,4,114.6153846,12,80.61538462,28.61538462,49,22,45.84615385,56.84615385,23.84615385,33,3,3,3,1,1,0.271538462,10,10,10,6,65,106.8461538,217.5384615,157.5384615,375.0769231,171.8461538,1930.461538,43.92307692,19400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,22.125,1.916666667,19.58333333,0,9.333333333,2,4.541666667,30.91666667,30.91666667,28.91666667,0,30.91666667,0,2,0,28.91666667,760.9166667,99.75,639.4583333,182.0416667,500.25,29.70833333,365.75,424.5833333,167.7083333,256.875,4.083333333,4.083333333,5.916666667,1,2.458333333,0.05,44.375,44.375,47.20833333,30.91666667,408.9583333,921.8333333,2669.125,2063.541667,4732.666667,1330.791667,29106.375,386.6666667,727565.4583,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.625,0,0,0,5.083333333,17.54166667,0
2.833333333,2.833333333,2.833333333,1,18.08333333,0,17.16666667,0.916666667,1,0,0,4.666666667,4.666666667,4.666666667,0,4.666666667,0,0,0,4.666666667,118.6666667,6.666666667,92.58333333,18.58333333,69.25,19.41666667,53.41666667,65.5,16.41666667,49.08333333,12,12,12,1,0.916666667,0.261666667,17.5,17.5,17.5,4.666666667,54.33333333,90.25,297.25,205.25,502.5,144.5833333,2441.833333,68.33333333,43241.5,0,0,0,0,0,0,1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,15.20833333,1,13.25,0,2,0,0,13.33333333,13.33333333,13.33333333,1,13.33333333,0,0,2.625,10.70833333,248.5833333,36.08333333,194.0416667,75.16666667,126.3333333,21.375,117.0833333,141.4583333,68.41666667,73.04166667,3,3,3,1,1,0.110833333,24.375,24.375,24.375,13.33333333,170.8333333,303.7916667,717.4583333,539,1256.458333,474.625,6985.916667,139.75,110169.875,1,0,0,0,1,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,10.91666667,1,9.916666667,0,1,0,0,7,7,7,0,7,0,1,0,6,116.25,19.08333333,83.25,36.58333333,51.75,13.91666667,50.41666667,62.41666667,33.58333333,28.83333333,2.833333333,2.833333333,2.833333333,1,1,0.164166667,8.833333333,8.833333333,8.833333333,7,78.41666667,106,246.8333333,177.75,424.5833333,184.4166667,2159.916667,57.83333333,24036.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
1,1,1,1,3,0,3,0,1,0,0,4,4,4,2,4,0,0,0,4,55,8,31,23,6,16,15,20,16,4,1,1,1,1,0,0.52,4,4,4,4,31,23,46,26,72,54,312,15,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,4,4,1,1,0,1,1,0,0,1,0,0,0,1,33,2,11,8,1,20,4,6,5,1,1,1,1,1,0,1.82,1,1,1,1,8,3,9,4,13,11,44,5,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,24,0,22,2,1,0,0,4,4,4,0,4,0,0,0,4,127,9,98,24,73,22,56,68,20,48,13,13,13,1,1,0.22,18,18,18,4,50,92,304,223,527,142,2646,70,53230,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,23,1,22,0,1,0,0,1,1,1,0,1,0,0,0,1,51,5,33,20,19,13,23,25,17,8,1,1,1,1,0,0.39,1,1,1,1,14,38,81,64,145,52,826,11,9086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1,28,1,27,0,1,0,0,1,1,1,0,1,0,0,0,1,55,4,35,14,22,16,24,27,12,15,2,2,2,1,1,0.46,2,2,2,1,16,46,111,100,211,62,1256,17,21352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,7.875,0,1,0,0,6.875,6.875,6.875,0,6.875,0,3,0,3.875,99.5,11.875,68.625,24,39.125,21.75,36.125,46,18.75,27.25,2,2,2,1,1,0.32375,8.875,8.875,8.875,6.875,63.25,94.25,154.375,130.25,284.625,157.5,1302.5,41.125,8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,1.5,1.5,1,20,0.5,16,3,1,0,1,4,4,4,0,4,0,0.5,0,3.5,107.5555556,9.5,73.05555556,30.94444444,44.11111111,25,35.44444444,45.94444444,26.94444444,19,2,2,2,1,1,0.503888889,8,8,8,4,53,77.38888889,184.5,150.1666667,334.6666667,130.3888889,1725.388889,46.22222222,24677.05556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
