AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N11,N21,Len.,Voc.,Vol.,Dif.,Eff.,ConMetric,ConLockMetric,AtomicMetric,CollSynMetric,DesThread,StartMetric,SleepMetric,YieldMetric,JoinMetric,WaitMetric,NotifyMetric,NotifyAllMetric,Syn,LockLock,LockUnlock,ConAwait,ConSignal,ConSignalAll,SemAcquire,SemRelease,LatchAwait,LatchCountDown,BarrierAwait,ThrFctNewThr,Execute,AwaitTermi,Shutdown,ShutdownNow,ThrPoolExecFinalize,StartThread,ThrPoolExecReject,NewThrPool,FutureCancel,FutureGet,FutureRun,VectorMetric,HashTableMetric,ThreadLocal,VolatileMetric,FinalMetric,FinallyMetric,
2.181818182,2.181818182,2.181818182,1,8.909090909,0,8.909090909,0,1,0,0,2.818181818,2.818181818,2.818181818,1,2.818181818,0,0,0,2.818181818,52.27272727,4.818181818,31.45454545,10.81818182,16.81818182,16,16.81818182,24.63636364,10.81818182,13.81818182,4,4,4,1,1,0.510909091,5.818181818,5.818181818,5.818181818,2.818181818,29.63636364,31.09090909,69.63636364,51.09090909,120.7272727,60.72727273,582.1818182,23.18181818,7125.454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,6,0,1,0,0,3,3,3,1,3,0,0,0,3,53,7,30,17,12,16,20,24,15,9,1,1,1,1,0,0.53,3,3,3,3,24,27,60,48,108,51,505,18,5492,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,1,1,10,1,9,0,1,0,0,2,2,2,2,2,0,0,0,2,58,9,33,17,15,16,21,25,14,11,2,2,2,1,1,0.48,3,3,3,2,19,25,68,54,122,44,613,18,9472,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,2,21,2,16,2,1,0,1,2,2,2,0,2,0,0,0,2,82,9,50,24,26,23,32,39,23,16,5,5,5,3,3,0.46,6,6,6,4,27,48,125,87,212,75,1186,22,17716,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24,2,6,5,1,16,3,4,4,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,3,4,1,0,1,3,3,3,0,3,0,0,0,3,53,6,13,6,4,34,5,9,6,3,1,1,1,1,0,2.62,3,3,3,3,17.73684211,11,22.31578947,15,37.31578947,28.73684211,120.8421053,11.15789474,458.1052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.315789474,0,0
2.210526316,1,2.210526316,1,9.578947368,0,6.315789474,3,1,1,1,9.368421053,9.368421053,8.368421053,2.315789474,9.368421053,0,1,0,8.368421053,137.7894737,12.94736842,71.84210526,18.05263158,43.36842105,53,34.57894737,46.31578947,17.31578947,29,13.63157895,2.578947368,13.63157895,1,1,0.753157895,24.94736842,13.89473684,24.94736842,9.368421053,87.89473684,84.15789474,192.6315789,120.2631579,312.8947368,172.0526316,1421.736842,61.31578947,11910.63158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.947368421,0,0
0,0,0,0,0,0,0,0,1,0,0,0,2.894736842,2.894736842,0,2.894736842,2.210526316,0,0,0.684210526,49.21052632,6,7.947368421,6.947368421,0,35.26315789,5.894736842,6.894736842,6.894736842,0,0,0,0,0,0,4.428421053,0,0,0,0,13.36842105,7.894736842,13.36842105,7.894736842,21.26315789,21.26315789,61.89473684,5.578947368,135.7894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,2.684210526,2.684210526,0,2.684210526,2.578947368,0,0,0.105263158,58.21052632,6.631578947,9.315789474,8.315789474,0,42.26315789,6.684210526,7.684210526,7.684210526,0,0,0,0,0,0,4.598421053,0,0,0,0,11.52631579,7.842105263,11.63157895,7.842105263,19.47368421,19.36842105,56.52631579,4.473684211,109.3684211,1.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,1.263157895,0,0,2.736842105,66.68421053,8,8,7,0,50.68421053,6,7,7,0,0,0,0,0,0,6.338947368,0,0,0,0,20.73684211,13,20.73684211,13,33.73684211,33.73684211,103.6315789,9,248.6842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
